date,model,model_date,k_removed,n_removed_features,fraction_features_removed,removed_features,RGE_star,n_assets
2023-08-01,mlp,2023-08-01,9,9,0.9,ret_12m;ret_1w;ret_3m;vol_1m;log_mktcap;vol_3m;ret_1m;vol_ratio;amihud,0.459581,407
2023-08-01,mlp,2023-08-01,10,10,1.0,ret_12m;ret_1w;ret_3m;vol_1m;log_mktcap;vol_3m;ret_1m;vol_ratio;amihud;ret_6m,0.500606,407
2023-09-01,mlp,2023-09-01,0,0,0.0,,1.0,407
2023-09-01,mlp,2023-09-01,1,1,0.1,ret_12m,0.875386,407
2023-09-01,mlp,2023-09-01,2,2,0.2,ret_12m;ret_1w,0.80587,407
2023-09-01,mlp,2023-09-01,3,3,0.3,ret_12m;ret_1w;ret_3m,0.708178,407
2023-09-01,mlp,2023-09-01,4,4,0.4,ret_12m;ret_1w;ret_3m;ret_6m,0.672788,407
2023-09-01,mlp,2023-09-01,5,5,0.5,ret_12m;ret_1w;ret_3m;ret_6m;vol_1m,0.728414,407
2023-09-01,mlp,2023-09-01,6,6,0.6,ret_12m;ret_1w;ret_3m;ret_6m;vol_1m;log_mktcap,0.674301,407
2023-09-01,mlp,2023-09-01,7,7,0.7,ret_12m;ret_1w;ret_3m;ret_6m;vol_1m;log_mktcap;ret_1m,0.644143,407
2023-09-01,mlp,2023-09-01,8,8,0.8,ret_12m;ret_1w;ret_3m;ret_6m;vol_1m;log_mktcap;ret_1m;vol_ratio,0.578182,407
2023-09-01,mlp,2023-09-01,9,9,0.9,ret_12m;ret_1w;ret_3m;ret_6m;vol_1m;log_mktcap;ret_1m;vol_ratio;amihud,0.647336,407
2023-09-01,mlp,2023-09-01,10,10,1.0,ret_12m;ret_1w;ret_3m;ret_6m;vol_1m;log_mktcap;ret_1m;vol_ratio;amihud;vol_3m,0.5,407
2023-10-02,mlp,2023-10-02,0,0,0.0,,1.0,407
2023-10-02,mlp,2023-10-02,1,1,0.1,ret_3m,0.856059,407
2023-10-02,mlp,2023-10-02,2,2,0.2,ret_3m;ret_1m,0.771412,407
2023-10-02,mlp,2023-10-02,3,3,0.3,ret_3m;ret_1m;ret_6m,0.666765,407
2023-10-02,mlp,2023-10-02,4,4,0.4,ret_3m;ret_1m;ret_6m;log_mktcap,0.627904,407
2023-10-02,mlp,2023-10-02,5,5,0.5,ret_3m;ret_1m;ret_6m;log_mktcap;ret_1w,0.587155,407
2023-10-02,mlp,2023-10-02,6,6,0.6,ret_3m;ret_1m;ret_6m;log_mktcap;ret_1w;amihud,0.515959,407
2023-10-02,mlp,2023-10-02,7,7,0.7,ret_3m;ret_1m;ret_6m;log_mktcap;ret_1w;amihud;vol_3m,0.576238,407
2023-10-02,mlp,2023-10-02,8,8,0.8,ret_3m;ret_1m;ret_6m;log_mktcap;ret_1w;amihud;vol_3m;ret_12m,0.519623,407
2023-10-02,mlp,2023-10-02,9,9,0.9,ret_3m;ret_1m;ret_6m;log_mktcap;ret_1w;amihud;vol_3m;ret_12m;vol_1m,0.510804,407
2023-10-02,mlp,2023-10-02,10,10,1.0,ret_3m;ret_1m;ret_6m;log_mktcap;ret_1w;amihud;vol_3m;ret_12m;vol_1m;vol_ratio,0.5,407
2023-11-01,mlp,2023-11-01,0,0,0.0,,1.0,407
2023-11-01,mlp,2023-11-01,1,1,0.1,ret_1w,0.895894,407
2023-11-01,mlp,2023-11-01,2,2,0.2,ret_1w;vol_ratio,0.802915,407
2023-11-01,mlp,2023-11-01,3,3,0.3,ret_1w;vol_ratio;ret_12m,0.748142,407
2023-11-01,mlp,2023-11-01,4,4,0.4,ret_1w;vol_ratio;ret_12m;vol_3m,0.718893,407
2023-11-01,mlp,2023-11-01,5,5,0.5,ret_1w;vol_ratio;ret_12m;vol_3m;ret_6m,0.741716,407
2023-11-01,mlp,2023-11-01,6,6,0.6,ret_1w;vol_ratio;ret_12m;vol_3m;ret_6m;ret_1m,0.666473,407
2023-11-01,mlp,2023-11-01,7,7,0.7,ret_1w;vol_ratio;ret_12m;vol_3m;ret_6m;ret_1m;ret_3m,0.625558,407
2023-11-01,mlp,2023-11-01,8,8,0.8,ret_1w;vol_ratio;ret_12m;vol_3m;ret_6m;ret_1m;ret_3m;amihud,0.623433,407
2023-11-01,mlp,2023-11-01,9,9,0.9,ret_1w;vol_ratio;ret_12m;vol_3m;ret_6m;ret_1m;ret_3m;amihud;log_mktcap,0.521536,407
2023-11-01,mlp,2023-11-01,10,10,1.0,ret_1w;vol_ratio;ret_12m;vol_3m;ret_6m;ret_1m;ret_3m;amihud;log_mktcap;vol_1m,0.499539,407
2023-12-01,mlp,2023-12-01,0,0,0.0,,1.0,407
2023-12-01,mlp,2023-12-01,1,1,0.1,ret_12m,0.864101,407
2023-12-01,mlp,2023-12-01,2,2,0.2,ret_12m;log_mktcap,0.776017,407
2023-12-01,mlp,2023-12-01,3,3,0.3,ret_12m;log_mktcap;ret_1m,0.687576,407
2023-12-01,mlp,2023-12-01,4,4,0.4,ret_12m;log_mktcap;ret_1m;ret_3m,0.675479,407
2023-12-01,mlp,2023-12-01,5,5,0.5,ret_12m;log_mktcap;ret_1m;ret_3m;vol_3m,0.578356,407
2023-12-01,mlp,2023-12-01,6,6,0.6,ret_12m;log_mktcap;ret_1m;ret_3m;vol_3m;vol_1m,0.599011,407
2023-12-01,mlp,2023-12-01,7,7,0.7,ret_12m;log_mktcap;ret_1m;ret_3m;vol_3m;vol_1m;amihud,0.579101,407
2023-12-01,mlp,2023-12-01,8,8,0.8,ret_12m;log_mktcap;ret_1m;ret_3m;vol_3m;vol_1m;amihud;ret_1w,0.570259,407
2023-12-01,mlp,2023-12-01,9,9,0.9,ret_12m;log_mktcap;ret_1m;ret_3m;vol_3m;vol_1m;amihud;ret_1w;vol_ratio,0.391512,407
2023-12-01,mlp,2023-12-01,10,10,1.0,ret_12m;log_mktcap;ret_1m;ret_3m;vol_3m;vol_1m;amihud;ret_1w;vol_ratio;ret_6m,0.5,407
2024-01-01,mlp,2024-01-01,0,0,0.0,,1.0,407
2024-01-01,mlp,2024-01-01,1,1,0.1,ret_1m,0.894407,407
2024-01-01,mlp,2024-01-01,2,2,0.2,ret_1m;vol_ratio,0.81344,407
2024-01-01,mlp,2024-01-01,3,3,0.3,ret_1m;vol_ratio;ret_1w,0.749756,407
2024-01-01,mlp,2024-01-01,4,4,0.4,ret_1m;vol_ratio;ret_1w;amihud,0.739045,407
2024-01-01,mlp,2024-01-01,5,5,0.5,ret_1m;vol_ratio;ret_1w;amihud;ret_3m,0.736591,407
2024-01-01,mlp,2024-01-01,6,6,0.6,ret_1m;vol_ratio;ret_1w;amihud;ret_3m;vol_3m,0.714139,407
2024-01-01,mlp,2024-01-01,7,7,0.7,ret_1m;vol_ratio;ret_1w;amihud;ret_3m;vol_3m;ret_6m,0.718393,407
2024-01-01,mlp,2024-01-01,8,8,0.8,ret_1m;vol_ratio;ret_1w;amihud;ret_3m;vol_3m;ret_6m;ret_12m,0.682439,407
2024-01-01,mlp,2024-01-01,9,9,0.9,ret_1m;vol_ratio;ret_1w;amihud;ret_3m;vol_3m;ret_6m;ret_12m;vol_1m,0.689731,407
2024-01-01,mlp,2024-01-01,10,10,1.0,ret_1m;vol_ratio;ret_1w;amihud;ret_3m;vol_3m;ret_6m;ret_12m;vol_1m;log_mktcap,0.503134,407
2024-02-01,mlp,2024-02-01,0,0,0.0,,1.0,407
2024-02-01,mlp,2024-02-01,1,1,0.1,ret_6m,0.905557,407
2024-02-01,mlp,2024-02-01,2,2,0.2,ret_6m;amihud,0.818779,407
2024-02-01,mlp,2024-02-01,3,3,0.3,ret_6m;amihud;ret_1w,0.761122,407
2024-02-01,mlp,2024-02-01,4,4,0.4,ret_6m;amihud;ret_1w;vol_ratio,0.734318,407
2024-02-01,mlp,2024-02-01,5,5,0.5,ret_6m;amihud;ret_1w;vol_ratio;vol_3m,0.72063,407
2024-02-01,mlp,2024-02-01,6,6,0.6,ret_6m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m,0.704353,407
2024-02-01,mlp,2024-02-01,7,7,0.7,ret_6m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;vol_1m,0.703809,407
2024-02-01,mlp,2024-02-01,8,8,0.8,ret_6m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;vol_1m;ret_1m,0.629495,407
2024-02-01,mlp,2024-02-01,9,9,0.9,ret_6m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;vol_1m;ret_1m;ret_3m,0.6345,407
2024-02-01,mlp,2024-02-01,10,10,1.0,ret_6m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;vol_1m;ret_1m;ret_3m;log_mktcap,0.502529,407
2024-03-01,mlp,2024-03-01,0,0,0.0,,1.0,407
2024-03-01,mlp,2024-03-01,1,1,0.1,ret_1m,0.899439,407
2024-03-01,mlp,2024-03-01,2,2,0.2,ret_1m;ret_12m,0.811623,407
2024-03-01,mlp,2024-03-01,3,3,0.3,ret_1m;ret_12m;vol_ratio,0.719536,407
2024-03-01,mlp,2024-03-01,4,4,0.4,ret_1m;ret_12m;vol_ratio;ret_6m,0.7571,407
2024-03-01,mlp,2024-03-01,5,5,0.5,ret_1m;ret_12m;vol_ratio;ret_6m;ret_3m,0.764189,407
2024-03-01,mlp,2024-03-01,6,6,0.6,ret_1m;ret_12m;vol_ratio;ret_6m;ret_3m;amihud,0.739459,407
2024-03-01,mlp,2024-03-01,7,7,0.7,ret_1m;ret_12m;vol_ratio;ret_6m;ret_3m;amihud;vol_1m,0.77506,407
2024-03-01,mlp,2024-03-01,8,8,0.8,ret_1m;ret_12m;vol_ratio;ret_6m;ret_3m;amihud;vol_1m;log_mktcap,0.638179,407
2024-03-01,mlp,2024-03-01,9,9,0.9,ret_1m;ret_12m;vol_ratio;ret_6m;ret_3m;amihud;vol_1m;log_mktcap;ret_1w,0.616796,407
2024-03-01,mlp,2024-03-01,10,10,1.0,ret_1m;ret_12m;vol_ratio;ret_6m;ret_3m;amihud;vol_1m;log_mktcap;ret_1w;vol_3m,0.5,407
2024-04-01,mlp,2024-04-01,0,0,0.0,,1.0,407
2024-04-01,mlp,2024-04-01,1,1,0.1,log_mktcap,0.910971,407
2024-04-01,mlp,2024-04-01,2,2,0.2,log_mktcap;vol_ratio,0.80227,407
2024-04-01,mlp,2024-04-01,3,3,0.3,log_mktcap;vol_ratio;ret_12m,0.748873,407
2024-04-01,mlp,2024-04-01,4,4,0.4,log_mktcap;vol_ratio;ret_12m;ret_1w,0.713096,407
2024-04-01,mlp,2024-04-01,5,5,0.5,log_mktcap;vol_ratio;ret_12m;ret_1w;ret_1m,0.658871,407
2024-04-01,mlp,2024-04-01,6,6,0.6,log_mktcap;vol_ratio;ret_12m;ret_1w;ret_1m;ret_3m,0.569257,407
2024-04-01,mlp,2024-04-01,7,7,0.7,log_mktcap;vol_ratio;ret_12m;ret_1w;ret_1m;ret_3m;vol_3m,0.495071,407
2024-04-01,mlp,2024-04-01,8,8,0.8,log_mktcap;vol_ratio;ret_12m;ret_1w;ret_1m;ret_3m;vol_3m;amihud,0.497048,407
2024-04-01,mlp,2024-04-01,9,9,0.9,log_mktcap;vol_ratio;ret_12m;ret_1w;ret_1m;ret_3m;vol_3m;amihud;ret_6m,0.496653,407
2024-04-01,mlp,2024-04-01,10,10,1.0,log_mktcap;vol_ratio;ret_12m;ret_1w;ret_1m;ret_3m;vol_3m;amihud;ret_6m;vol_1m,0.50047,407
2024-05-01,mlp,2024-05-01,0,0,0.0,,1.0,407
2024-05-01,mlp,2024-05-01,1,1,0.1,ret_3m,0.888528,407
2024-05-01,mlp,2024-05-01,2,2,0.2,ret_3m;log_mktcap,0.777339,407
2024-05-01,mlp,2024-05-01,3,3,0.3,ret_3m;log_mktcap;ret_12m,0.684024,407
2024-05-01,mlp,2024-05-01,4,4,0.4,ret_3m;log_mktcap;ret_12m;vol_ratio,0.615671,407
2024-05-01,mlp,2024-05-01,5,5,0.5,ret_3m;log_mktcap;ret_12m;vol_ratio;vol_3m,0.591896,407
2024-05-01,mlp,2024-05-01,6,6,0.6,ret_3m;log_mktcap;ret_12m;vol_ratio;vol_3m;ret_1m,0.576883,407
2024-05-01,mlp,2024-05-01,7,7,0.7,ret_3m;log_mktcap;ret_12m;vol_ratio;vol_3m;ret_1m;amihud,0.539367,407
2024-05-01,mlp,2024-05-01,8,8,0.8,ret_3m;log_mktcap;ret_12m;vol_ratio;vol_3m;ret_1m;amihud;ret_1w,0.566372,407
2024-05-01,mlp,2024-05-01,9,9,0.9,ret_3m;log_mktcap;ret_12m;vol_ratio;vol_3m;ret_1m;amihud;ret_1w;vol_1m,0.502615,407
2024-05-01,mlp,2024-05-01,10,10,1.0,ret_3m;log_mktcap;ret_12m;vol_ratio;vol_3m;ret_1m;amihud;ret_1w;vol_1m;ret_6m,0.5,407
2024-06-03,mlp,2024-06-03,0,0,0.0,,1.0,407
2024-06-03,mlp,2024-06-03,1,1,0.1,ret_6m,0.898303,407
2024-06-03,mlp,2024-06-03,2,2,0.2,ret_6m;amihud,0.819722,407
2024-06-03,mlp,2024-06-03,3,3,0.3,ret_6m;amihud;vol_ratio,0.774773,407
2024-06-03,mlp,2024-06-03,4,4,0.4,ret_6m;amihud;vol_ratio;ret_1m,0.715158,407
2024-06-03,mlp,2024-06-03,5,5,0.5,ret_6m;amihud;vol_ratio;ret_1m;ret_1w,0.660818,407
2024-06-03,mlp,2024-06-03,6,6,0.6,ret_6m;amihud;vol_ratio;ret_1m;ret_1w;ret_12m,0.684061,407
2024-06-03,mlp,2024-06-03,7,7,0.7,ret_6m;amihud;vol_ratio;ret_1m;ret_1w;ret_12m;ret_3m,0.679673,407
2024-06-03,mlp,2024-06-03,8,8,0.8,ret_6m;amihud;vol_ratio;ret_1m;ret_1w;ret_12m;ret_3m;vol_3m,0.677559,407
2024-06-03,mlp,2024-06-03,9,9,0.9,ret_6m;amihud;vol_ratio;ret_1m;ret_1w;ret_12m;ret_3m;vol_3m;vol_1m,0.697381,407
2024-06-03,mlp,2024-06-03,10,10,1.0,ret_6m;amihud;vol_ratio;ret_1m;ret_1w;ret_12m;ret_3m;vol_3m;vol_1m;log_mktcap,0.5,407
2024-07-01,mlp,2024-07-01,0,0,0.0,,1.0,407
2024-07-01,mlp,2024-07-01,1,1,0.1,ret_12m,0.883096,407
2024-07-01,mlp,2024-07-01,2,2,0.2,ret_12m;ret_1m,0.781342,407
2024-07-01,mlp,2024-07-01,3,3,0.3,ret_12m;ret_1m;vol_3m,0.731188,407
2024-07-01,mlp,2024-07-01,4,4,0.4,ret_12m;ret_1m;vol_3m;vol_ratio,0.685832,407
2024-07-01,mlp,2024-07-01,5,5,0.5,ret_12m;ret_1m;vol_3m;vol_ratio;ret_1w,0.641839,407
2024-07-01,mlp,2024-07-01,6,6,0.6,ret_12m;ret_1m;vol_3m;vol_ratio;ret_1w;ret_6m,0.630934,407
2024-07-01,mlp,2024-07-01,7,7,0.7,ret_12m;ret_1m;vol_3m;vol_ratio;ret_1w;ret_6m;amihud,0.659002,407
2024-07-01,mlp,2024-07-01,8,8,0.8,ret_12m;ret_1m;vol_3m;vol_ratio;ret_1w;ret_6m;amihud;log_mktcap,0.611065,407
2024-07-01,mlp,2024-07-01,9,9,0.9,ret_12m;ret_1m;vol_3m;vol_ratio;ret_1w;ret_6m;amihud;log_mktcap;ret_3m,0.54006,407
2024-07-01,mlp,2024-07-01,10,10,1.0,ret_12m;ret_1m;vol_3m;vol_ratio;ret_1w;ret_6m;amihud;log_mktcap;ret_3m;vol_1m,0.501661,407
2024-08-01,mlp,2024-08-01,0,0,0.0,,1.0,407
2024-08-01,mlp,2024-08-01,1,1,0.1,amihud,0.897123,407
2024-08-01,mlp,2024-08-01,2,2,0.2,amihud;ret_1m,0.800014,407
2024-08-01,mlp,2024-08-01,3,3,0.3,amihud;ret_1m;ret_12m,0.736557,407
2024-08-01,mlp,2024-08-01,4,4,0.4,amihud;ret_1m;ret_12m;vol_ratio,0.728393,407
2024-08-01,mlp,2024-08-01,5,5,0.5,amihud;ret_1m;ret_12m;vol_ratio;ret_6m,0.739103,407
2024-08-01,mlp,2024-08-01,6,6,0.6,amihud;ret_1m;ret_12m;vol_ratio;ret_6m;vol_3m,0.725078,407
2024-08-01,mlp,2024-08-01,7,7,0.7,amihud;ret_1m;ret_12m;vol_ratio;ret_6m;vol_3m;ret_1w,0.695634,407
2024-08-01,mlp,2024-08-01,8,8,0.8,amihud;ret_1m;ret_12m;vol_ratio;ret_6m;vol_3m;ret_1w;ret_3m,0.703341,407
2024-08-01,mlp,2024-08-01,9,9,0.9,amihud;ret_1m;ret_12m;vol_ratio;ret_6m;vol_3m;ret_1w;ret_3m;log_mktcap,0.495191,407
2024-08-01,mlp,2024-08-01,10,10,1.0,amihud;ret_1m;ret_12m;vol_ratio;ret_6m;vol_3m;ret_1w;ret_3m;log_mktcap;vol_1m,0.497931,407
2024-09-02,mlp,2024-09-02,0,0,0.0,,1.0,407
2024-09-02,mlp,2024-09-02,1,1,0.1,ret_12m,0.894874,407
2024-09-02,mlp,2024-09-02,2,2,0.2,ret_12m;ret_1w,0.78562,407
2024-09-02,mlp,2024-09-02,3,3,0.3,ret_12m;ret_1w;ret_1m,0.72148,407
2024-09-02,mlp,2024-09-02,4,4,0.4,ret_12m;ret_1w;ret_1m;amihud,0.667861,407
2024-09-02,mlp,2024-09-02,5,5,0.5,ret_12m;ret_1w;ret_1m;amihud;vol_ratio,0.601574,407
2024-09-02,mlp,2024-09-02,6,6,0.6,ret_12m;ret_1w;ret_1m;amihud;vol_ratio;ret_6m,0.596994,407
2024-09-02,mlp,2024-09-02,7,7,0.7,ret_12m;ret_1w;ret_1m;amihud;vol_ratio;ret_6m;ret_3m,0.617005,407
2024-09-02,mlp,2024-09-02,8,8,0.8,ret_12m;ret_1w;ret_1m;amihud;vol_ratio;ret_6m;ret_3m;log_mktcap,0.531421,407
2024-09-02,mlp,2024-09-02,9,9,0.9,ret_12m;ret_1w;ret_1m;amihud;vol_ratio;ret_6m;ret_3m;log_mktcap;vol_1m,0.511054,407
2024-09-02,mlp,2024-09-02,10,10,1.0,ret_12m;ret_1w;ret_1m;amihud;vol_ratio;ret_6m;ret_3m;log_mktcap;vol_1m;vol_3m,0.5,407
2024-10-01,mlp,2024-10-01,0,0,0.0,,1.0,407
2024-10-01,mlp,2024-10-01,1,1,0.1,ret_12m,0.896208,407
2024-10-01,mlp,2024-10-01,2,2,0.2,ret_12m;ret_1w,0.841653,407
2024-10-01,mlp,2024-10-01,3,3,0.3,ret_12m;ret_1w;ret_1m,0.775808,407
2024-10-01,mlp,2024-10-01,4,4,0.4,ret_12m;ret_1w;ret_1m;vol_ratio,0.728912,407
2024-10-01,mlp,2024-10-01,5,5,0.5,ret_12m;ret_1w;ret_1m;vol_ratio;amihud,0.662106,407
2024-10-01,mlp,2024-10-01,6,6,0.6,ret_12m;ret_1w;ret_1m;vol_ratio;amihud;vol_1m,0.747482,407
2024-10-01,mlp,2024-10-01,7,7,0.7,ret_12m;ret_1w;ret_1m;vol_ratio;amihud;vol_1m;ret_6m,0.687147,407
2024-10-01,mlp,2024-10-01,8,8,0.8,ret_12m;ret_1w;ret_1m;vol_ratio;amihud;vol_1m;ret_6m;ret_3m,0.715035,407
2024-10-01,mlp,2024-10-01,9,9,0.9,ret_12m;ret_1w;ret_1m;vol_ratio;amihud;vol_1m;ret_6m;ret_3m;log_mktcap,0.612171,407
2024-10-01,mlp,2024-10-01,10,10,1.0,ret_12m;ret_1w;ret_1m;vol_ratio;amihud;vol_1m;ret_6m;ret_3m;log_mktcap;vol_3m,0.5,407
2024-11-01,mlp,2024-11-01,0,0,0.0,,1.0,407
2024-11-01,mlp,2024-11-01,1,1,0.1,ret_1w,0.879619,407
2024-11-01,mlp,2024-11-01,2,2,0.2,ret_1w;ret_3m,0.809352,407
2024-11-01,mlp,2024-11-01,3,3,0.3,ret_1w;ret_3m;ret_12m,0.749297,407
2024-11-01,mlp,2024-11-01,4,4,0.4,ret_1w;ret_3m;ret_12m;ret_1m,0.72537,407
2024-11-01,mlp,2024-11-01,5,5,0.5,ret_1w;ret_3m;ret_12m;ret_1m;amihud,0.631088,407
2024-11-01,mlp,2024-11-01,6,6,0.6,ret_1w;ret_3m;ret_12m;ret_1m;amihud;ret_6m,0.590426,407
2024-11-01,mlp,2024-11-01,7,7,0.7,ret_1w;ret_3m;ret_12m;ret_1m;amihud;ret_6m;vol_3m,0.626426,407
2024-11-01,mlp,2024-11-01,8,8,0.8,ret_1w;ret_3m;ret_12m;ret_1m;amihud;ret_6m;vol_3m;vol_1m,0.588076,407
2024-11-01,mlp,2024-11-01,9,9,0.9,ret_1w;ret_3m;ret_12m;ret_1m;amihud;ret_6m;vol_3m;vol_1m;log_mktcap,0.644473,407
2024-11-01,mlp,2024-11-01,10,10,1.0,ret_1w;ret_3m;ret_12m;ret_1m;amihud;ret_6m;vol_3m;vol_1m;log_mktcap;vol_ratio,0.5,407
2024-12-02,mlp,2024-12-02,0,0,0.0,,1.0,407
2024-12-02,mlp,2024-12-02,1,1,0.1,ret_12m,0.922104,407
2024-12-02,mlp,2024-12-02,2,2,0.2,ret_12m;vol_ratio,0.850597,407
2024-12-02,mlp,2024-12-02,3,3,0.3,ret_12m;vol_ratio;ret_6m,0.832778,407
2024-12-02,mlp,2024-12-02,4,4,0.4,ret_12m;vol_ratio;ret_6m;ret_1m,0.775973,407
2024-12-02,mlp,2024-12-02,5,5,0.5,ret_12m;vol_ratio;ret_6m;ret_1m;amihud,0.73745,407
2024-12-02,mlp,2024-12-02,6,6,0.6,ret_12m;vol_ratio;ret_6m;ret_1m;amihud;ret_1w,0.695188,407
2024-12-02,mlp,2024-12-02,7,7,0.7,ret_12m;vol_ratio;ret_6m;ret_1m;amihud;ret_1w;ret_3m,0.708716,407
2024-12-02,mlp,2024-12-02,8,8,0.8,ret_12m;vol_ratio;ret_6m;ret_1m;amihud;ret_1w;ret_3m;vol_3m,0.75939,407
2024-12-02,mlp,2024-12-02,9,9,0.9,ret_12m;vol_ratio;ret_6m;ret_1m;amihud;ret_1w;ret_3m;vol_3m;vol_1m,0.755216,407
2024-12-02,mlp,2024-12-02,10,10,1.0,ret_12m;vol_ratio;ret_6m;ret_1m;amihud;ret_1w;ret_3m;vol_3m;vol_1m;log_mktcap,0.500332,407
2025-01-01,mlp,2025-01-01,0,0,0.0,,1.0,407
2025-01-01,mlp,2025-01-01,1,1,0.1,ret_1m,0.879088,407
2025-01-01,mlp,2025-01-01,2,2,0.2,ret_1m;ret_6m,0.767922,407
2025-01-01,mlp,2025-01-01,3,3,0.3,ret_1m;ret_6m;ret_12m,0.729989,407
2025-01-01,mlp,2025-01-01,4,4,0.4,ret_1m;ret_6m;ret_12m;amihud,0.698551,407
2025-01-01,mlp,2025-01-01,5,5,0.5,ret_1m;ret_6m;ret_12m;amihud;ret_1w,0.6302,407
2025-01-01,mlp,2025-01-01,6,6,0.6,ret_1m;ret_6m;ret_12m;amihud;ret_1w;ret_3m,0.626237,407
2025-01-01,mlp,2025-01-01,7,7,0.7,ret_1m;ret_6m;ret_12m;amihud;ret_1w;ret_3m;vol_ratio,0.652355,407
2025-01-01,mlp,2025-01-01,8,8,0.8,ret_1m;ret_6m;ret_12m;amihud;ret_1w;ret_3m;vol_ratio;log_mktcap,0.488283,407
2025-01-01,mlp,2025-01-01,9,9,0.9,ret_1m;ret_6m;ret_12m;amihud;ret_1w;ret_3m;vol_ratio;log_mktcap;vol_3m,0.382865,407
2025-01-01,mlp,2025-01-01,10,10,1.0,ret_1m;ret_6m;ret_12m;amihud;ret_1w;ret_3m;vol_ratio;log_mktcap;vol_3m;vol_1m,0.496971,407
2025-02-03,mlp,2025-02-03,0,0,0.0,,1.0,407
2025-02-03,mlp,2025-02-03,1,1,0.1,ret_1m,0.865582,407
2025-02-03,mlp,2025-02-03,2,2,0.2,ret_1m;ret_1w,0.757171,407
2025-02-03,mlp,2025-02-03,3,3,0.3,ret_1m;ret_1w;log_mktcap,0.717687,407
2025-02-03,mlp,2025-02-03,4,4,0.4,ret_1m;ret_1w;log_mktcap;ret_12m,0.698792,407
2025-02-03,mlp,2025-02-03,5,5,0.5,ret_1m;ret_1w;log_mktcap;ret_12m;amihud,0.577526,407
2025-02-03,mlp,2025-02-03,6,6,0.6,ret_1m;ret_1w;log_mktcap;ret_12m;amihud;vol_1m,0.56532,407
2025-02-03,mlp,2025-02-03,7,7,0.7,ret_1m;ret_1w;log_mktcap;ret_12m;amihud;vol_1m;ret_3m,0.621257,407
2025-02-03,mlp,2025-02-03,8,8,0.8,ret_1m;ret_1w;log_mktcap;ret_12m;amihud;vol_1m;ret_3m;vol_ratio,0.593492,407
2025-02-03,mlp,2025-02-03,9,9,0.9,ret_1m;ret_1w;log_mktcap;ret_12m;amihud;vol_1m;ret_3m;vol_ratio;ret_6m,0.530836,407
2025-02-03,mlp,2025-02-03,10,10,1.0,ret_1m;ret_1w;log_mktcap;ret_12m;amihud;vol_1m;ret_3m;vol_ratio;ret_6m;vol_3m,0.5,407
2025-03-03,mlp,2025-03-03,0,0,0.0,,1.0,407
2025-03-03,mlp,2025-03-03,1,1,0.1,ret_1m,0.863476,407
2025-03-03,mlp,2025-03-03,2,2,0.2,ret_1m;vol_ratio,0.771215,407
2025-03-03,mlp,2025-03-03,3,3,0.3,ret_1m;vol_ratio;ret_3m,0.72356,407
2025-03-03,mlp,2025-03-03,4,4,0.4,ret_1m;vol_ratio;ret_3m;ret_1w,0.627847,407
2025-03-03,mlp,2025-03-03,5,5,0.5,ret_1m;vol_ratio;ret_3m;ret_1w;ret_12m,0.589858,407
2025-03-03,mlp,2025-03-03,6,6,0.6,ret_1m;vol_ratio;ret_3m;ret_1w;ret_12m;log_mktcap,0.510036,407
2025-03-03,mlp,2025-03-03,7,7,0.7,ret_1m;vol_ratio;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m,0.461642,407
2025-03-03,mlp,2025-03-03,8,8,0.8,ret_1m;vol_ratio;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m;ret_6m,0.469412,407
2025-03-03,mlp,2025-03-03,9,9,0.9,ret_1m;vol_ratio;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m;ret_6m;vol_1m,0.490724,407
2025-03-03,mlp,2025-03-03,10,10,1.0,ret_1m;vol_ratio;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m;ret_6m;vol_1m;amihud,0.500672,407
2025-04-01,mlp,2025-04-01,0,0,0.0,,1.0,407
2025-04-01,mlp,2025-04-01,1,1,0.1,ret_1w,0.876476,407
2025-04-01,mlp,2025-04-01,2,2,0.2,ret_1w;vol_ratio,0.787539,407
2025-04-01,mlp,2025-04-01,3,3,0.3,ret_1w;vol_ratio;ret_3m,0.702639,407
2025-04-01,mlp,2025-04-01,4,4,0.4,ret_1w;vol_ratio;ret_3m;ret_6m,0.701524,407
2025-04-01,mlp,2025-04-01,5,5,0.5,ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m,0.668418,407
2025-04-01,mlp,2025-04-01,6,6,0.6,ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;log_mktcap,0.546326,407
2025-04-01,mlp,2025-04-01,7,7,0.7,ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;log_mktcap;ret_1m,0.511491,407
2025-04-01,mlp,2025-04-01,8,8,0.8,ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;log_mktcap;ret_1m;amihud,0.529279,407
2025-04-01,mlp,2025-04-01,9,9,0.9,ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;log_mktcap;ret_1m;amihud;vol_1m,0.509413,407
